b,chi,k,lambdaP,p,phi,psi,psi1,psi2,psi3,q,r,score
1,3.314233303,2,0.530926301,0.433573718,2.052798669,3.1045968,0.779040535,0.514300245,0.454238966,4,8,260.3848376
4,3.544435873,4,0.506387192,0.644107871,2.800858334,0.891595105,0.769818762,0.56163741,0.44818275,9,5,260.4287043
2,4.688516419,5,0.528098324,0.284223983,3.952691335,0.543793976,0.562578641,0.406568954,0.859354736,7,3,260.5016503
4,0.782148435,6,0.308867121,0.238048266,3.059477281,0.480255107,0.386762178,0.669969115,0.719519897,8,9,260.8618376
10,4.282020583,2,0.609664068,0.523221167,3.858035878,2.13807367,0.354424608,0.360565233,0.67909613,6,6,261.0792427
7,1.315889562,2,0.563517176,0.432817684,2.810809749,1.087675768,0.631778067,0.417073547,0.669262848,5,3,261.2216794
5,0.834078811,5,0.298818032,0.148469719,2.597708987,0.417482818,0.43018838,0.530272921,0.466592559,8,9,261.4543934
2,2.228078864,4,0.908801275,0.845446065,3.557448468,0.780843717,0.647146842,0.833602683,0.607813735,2,10,261.6758839
4,0.184105628,6,0.894206122,0.804014924,2.859431517,0.809178345,0.595633683,0.773952674,0.741940487,7,10,261.7106673
3,0.974838281,4,0.143480405,0.177707652,4.459890346,1.822959238,0.470432037,0.521260845,0.450194366,9,2,261.7774839
8,4.157419801,2,0.449348949,0.351684817,3.532413182,1.526562335,0.529677752,0.609199964,0.562410499,6,8,261.9148752
10,2.252752445,6,0.856088465,0.819176187,3.018626478,0.864431793,0.551959062,0.860924175,0.700497905,3,10,262.0014781
7,1.964727156,3,0.371829931,0.470404979,4.345758343,1.581338069,0.46916124,0.306842856,0.483635602,9,5,262.1069331
1,2.922317937,3,0.355661028,0.282863849,3.573895304,4.9284551,0.657580377,0.45698518,0.59047746,7,9,262.1069331
8,3.701960073,2,0.586436694,0.461688075,3.879853324,1.287987164,0.638569804,0.101317891,0.328468162,6,6,262.1842613
8,3.539200443,2,0.744608506,0.569948434,1.914207109,1.280793897,0.43908582,0.74054653,0.20444116,9,7,262.30429
1,4.491990108,2,0.565415665,0.666487545,0.961904087,3.936148976,0.781115437,0.486719458,0.462872688,6,9,262.43296
5,2.40593622,3,0.188964936,0.491025708,4.236559052,1.801326409,0.440909804,0.457214374,0.253845354,10,5,262.4993997
5,2.693433654,4,0.375588023,0.588881845,4.532004233,1.293389608,0.416577559,0.324488481,0.229073713,8,4,263.3059374
5,0.518344417,6,0.437037541,0.162053472,2.50229776,0.307046763,0.461704312,0.58605433,0.849482049,9,10,263.6162664
4,2.773780472,3,0.217340374,0.401843025,1.922285215,0.497147506,0.451048281,0.230372285,0.828754967,9,6,263.8136234
9,0.106311925,2,0.692633051,0.779556224,2.450718068,1.62865089,0.499935324,0.850897903,0.731329699,7,6,264.0636839
5,0.779571474,5,0.659659293,0.692955467,2.375924212,0.390556083,0.459056176,0.544176478,0.801252603,8,7,266.2293149
6,0.219067968,5,0.866728105,0.837018345,2.712878202,0.716279014,0.545160074,0.808648175,0.67327479,6,8,266.6540074
7,4.107773633,2,0.472100589,0.496823108,4.277113368,1.475687401,0.519189155,0.878360285,0.749455971,6,7,266.6609555
5,2.571936679,2,0.594381679,0.268977885,4.69536089,0.587587225,0.233617612,0.119153147,0.742951628,10,3,266.8037546
4,0.545304094,5,0.31010389,0.716261872,2.333361237,0.261067855,0.408436427,0.535034466,0.762835789,9,6,267.2985342
2,0.122800674,5,0.840786612,0.725431574,2.67307071,0.347816362,0.681952564,0.756289436,0.782326197,8,9,268.4949456
5,0.266283273,5,0.679424635,0.649777376,2.230482254,4.381318997,0.507303504,0.704047095,0.50816357,7,8,268.5306752
1,2.557893672,3,0.117256939,0.448508045,3.589797438,0.297293681,0.159531617,0.3884724,0.475427469,10,5,268.5405309
3,1.865452088,6,0.965329721,0.735288936,2.909406975,0.845444455,0.694188213,0.87801335,0.822564222,5,10,269.0188774
6,0.805940369,6,0.919969333,0.808776678,2.123349309,0.183813028,0.244850942,0.628439585,0.780967161,8,8,269.0926742
1,2.935029449,3,0.485108813,0.575753659,2.437319531,0.954213536,0.694753908,0.212348767,0.528778812,5,8,269.0926742
10,4.052765839,5,0.677505645,0.67949266,1.78119372,1.778759015,0.425068953,0.850786198,0.763542991,8,7,269.0926742
10,4.191363647,2,0.640477338,0.481897576,3.942971367,1.840961614,0.178319479,0.827243869,0.599002373,7,6,269.3253882
5,0.131688452,5,0.92361644,0.592976037,0.392668885,0.396766863,0.508287242,0.710572624,0.808173479,7,6,269.3734122
3,2.71003495,4,0.869089718,0.825836921,4.889768092,0.49277156,0.538274823,0.714234404,0.460057327,2,7,270.5086946
3,2.853733309,4,0.949422243,0.806921748,3.415475806,0.213167713,0.578153365,0.728917093,0.706427932,3,10,270.6826268
2,1.743109273,4,0.56734842,0.315324558,3.361061408,3.299923032,0.668414236,0.554556664,0.529887757,9,9,271.6717634
5,0.449384643,6,0.93631099,0.733944423,2.785370151,0.297868597,0.648881401,0.861579351,0.833217293,6,10,271.9044774
6,0.102163872,5,0.157322911,0.208973255,1.991252144,0.451613301,0.504384616,0.571742674,0.363382973,10,6,272.3467506
5,1.186671286,3,0.402546096,0.54818396,4.985392534,0.701122079,0.428923427,0.245864334,0.851851222,10,6,272.5502301
2,1.883583923,6,0.889585019,0.898181987,3.067129491,0.794176881,0.581401976,0.854788067,0.602655571,2,10,272.785461
2,3.21769347,3,0.214381414,0.88304593,3.243363995,4.73996727,0.726617144,0.894710572,0.578848352,6,9,272.913287
4,1.292800579,4,0.822710774,0.674752493,2.617080824,0.580980969,0.719486068,0.791346426,0.803609641,8,9,272.913287
7,2.278466902,3,0.810211048,0.543826416,4.859072563,1.486579444,0.119915191,0.131107799,0.32056031,3,8,273.146001
5,0.583699813,5,0.330590771,0.51691871,2.248671161,0.435249233,0.40869525,0.535896873,0.370458865,8,6,273.146001
6,2.551629052,3,0.258381673,0.774592313,2.149463747,0.782977583,0.486694699,0.290348328,0.504095215,8,9,273.146001
6,0.276587303,5,0.830761122,0.796144909,2.74157491,0.110765628,0.566585591,0.828988351,0.80174669,5,10,273.5227419
6,0.605643289,3,0.765687743,0.639276104,2.450160522,0.332689788,0.769639529,0.734481556,0.244865499,9,4,273.9554559
4,0.160022803,5,0.858010068,0.77159865,1.875434606,0.312844875,0.626145152,0.693118522,0.725089913,6,10,274.0424815
10,0.837104868,4,0.147012763,0.249093812,3.258218121,0.996679858,0.544754878,0.539405955,0.867876274,8,10,274.3410301
3,1.377487404,6,0.884851267,0.817746546,0.293589147,4.090650839,0.678586403,0.801329351,0.894972524,4,10,274.377944
1,2.226449712,3,0.667926902,0.543905638,3.000924323,0.428709113,0.638803625,0.473110414,0.527900007,9,9,274.5620214
4,2.131163102,3,0.987477707,0.798179496,3.400114018,0.503105738,0.663495537,0.19853029,0.487417051,7,10,274.5620214
5,0.111124559,5,0.236395967,0.727762838,3.480645711,0.590150424,0.490144968,0.770346577,0.774272377,8,7,274.6374878
6,1.45041771,2,0.616224541,0.410599813,2.994426299,1.060632668,0.228564486,0.472910492,0.294097889,9,6,274.8307837
6,0.217368715,2,0.853306786,0.317343752,3.134554386,0.874253936,0.579496095,0.353791905,0.685337067,5,6,275.1612472
4,0.238092002,4,0.913095689,0.435717601,3.109230443,0.624648244,0.519882506,0.811503575,0.619969768,10,10,275.2077741
1,3.28959462,2,0.496548882,0.881197359,1.050112813,0.872780178,0.876826264,0.843647251,0.888344897,6,10,275.2184374
8,4.926829231,2,0.535737042,0.400990578,3.632515245,1.453278937,0.637957137,0.29852063,0.637870265,6,6,275.6398162
10,4.080550608,2,0.717493151,0.783313788,3.079646762,1.69158794,0.625848867,0.896507266,0.65266597,6,10,275.6626407
4,3.822985358,6,0.27394678,0.780220386,3.691863716,0.495031222,0.449356152,0.710516136,0.844563885,9,10,275.757202
1,4.049583529,6,0.556201027,0.588956137,4.302905011,1.560156255,0.282623079,0.806626441,0.551917101,4,8,275.7900104
2,3.994041776,2,0.498542594,0.392826997,0.768990783,3.557168773,0.813667839,0.473319782,0.58670833,5,7,276.1032762
8,3.696280967,3,0.674734245,0.588408929,4.261725371,0.99012721,0.652540618,0.319650009,0.591795568,7,8,276.668477
6,1.665067817,3,0.902876801,0.502982539,3.665040859,0.10099608,0.889484624,0.365800472,0.559374383,3,10,276.7171074
3,1.789694446,5,0.932629414,0.868947771,1.807477378,0.529765133,0.395792116,0.73071231,0.761055999,7,8,276.844477
7,0.624571406,6,0.476062166,0.880923113,0.778328313,1.607932117,0.421606214,0.897868683,0.316659591,10,7,277.046303
6,1.271604953,2,0.603898979,0.548619365,2.016042327,1.090941153,0.441382895,0.423198098,0.139198327,9,6,277.1179492
5,4.25243199,5,0.310241371,0.280863758,3.884190996,4.020654948,0.476978521,0.200113354,0.791336978,8,6,277.1463132
9,0.380908694,2,0.596349944,0.649070176,1.35398511,1.491175671,0.467607114,0.554940937,0.360235868,8,7,277.3735234
2,3.773596199,5,0.923795721,0.668050308,3.179675812,1.342585036,0.536759865,0.529847522,0.859433337,9,9,277.5955741
7,3.279567969,2,0.51009627,0.487833313,4.989987362,1.152823478,0.458391444,0.195147974,0.694157123,5,7,277.6062374
8,4.994102422,2,0.60191284,0.409002804,4.063246231,1.790777515,0.327047595,0.510565762,0.392815402,10,6,278.1999437
4,0.204374591,5,0.959544175,0.764557148,2.89678038,0.537922327,0.595228488,0.87758712,0.820072969,3,9,278.72899
4,1.797815698,4,0.454989975,0.535708428,4.982056592,0.678017166,0.445014683,0.393575316,0.864684859,10,6,278.72899
3,2.851026724,3,0.277312162,0.871152974,3.680783608,0.593186121,0.640097523,0.342560218,0.197641078,3,10,278.72899
6,0.226674975,5,0.772163738,0.731943534,2.72213062,0.237274158,0.621425943,0.61107311,0.675435402,8,8,279.2880161
7,2.816774785,3,0.456862076,0.590453526,3.499819736,2.249661674,0.792894024,0.302903603,0.111518914,9,6,279.533277
6,1.227588158,3,0.681671729,0.510565973,2.819408183,2.85506457,0.474802836,0.435678197,0.242612382,9,5,279.533277
5,0.64933799,5,0.490736899,0.656305491,1.480817603,0.41196492,0.323018126,0.636622471,0.754306739,8,6,280.1306826
9,3.807951643,2,0.584045809,0.486753334,4.36555513,1.648621205,0.342511007,0.186092713,0.654543476,6,6,280.4747574
5,1.130855781,5,0.595438249,0.666393302,2.086423167,0.231678151,0.860618073,0.716690085,0.791531004,8,7,283.2265321
8,1.560847093,2,0.971512667,0.775425582,1.776819251,3.26273935,0.70433622,0.852043614,0.466621339,7,2,287.6720332
6,1.270553371,4,0.498375688,0.17184558,3.125584899,0.777281728,0.651692774,0.53711164,0.684203026,4,10,289.1014555
2,0.864005201,4,0.883511509,0.861214731,2.914843969,1.00469944,0.562203916,0.83294074,0.808140987,2,9,289.2535344
1,2.806960062,3,0.421691429,0.76135584,3.708441113,0.591936831,0.639463818,0.288190679,0.686126704,2,7,289.421888
3,1.742313921,4,0.448890923,0.401584787,3.408480036,1.345898932,0.636828562,0.313816046,0.782353057,10,8,289.8815429
4,2.838852615,4,0.854174588,0.785300743,2.114791274,0.582357322,0.440673722,0.794665246,0.863799768,9,7,290.308001
3,1.54867059,4,0.519740568,0.528236192,4.944396574,1.126609982,0.422220002,0.376036698,0.331989095,10,4,291.3153074
3,1.359914828,6,0.96558605,0.552012804,4.570828122,0.55221618,0.734850527,0.554546377,0.793390137,5,10,293.1342871
3,2.363698372,3,0.804141481,0.623872934,3.217483091,0.46678933,0.770583387,0.352620254,0.831118433,9,6,293.425001
2,2.645614361,3,0.968457884,0.899732706,3.423821064,0.514969024,0.643951482,0.748623225,0.81625502,3,10,298.1459255
4,0.774562092,6,0.932717122,0.82383359,2.956576288,2.89134299,0.616864433,0.832688154,0.307124835,4,10,298.6229255
1,1.775427948,3,0.191237142,0.570269818,2.906024463,0.290327538,0.581207205,0.399938434,0.540866339,4,9,298.6229255
6,1.947384419,2,0.424787478,0.535259499,4.089261101,0.497811325,0.593862563,0.594040821,0.172511062,9,4,299.0090617
5,0.567349244,5,0.881934016,0.706296395,3.045715041,0.549131284,0.348800905,0.520545629,0.789169164,9,10,301.9657224
7,1.205525707,2,0.632015034,0.476417331,4.409944148,1.374138466,0.559497639,0.463241061,0.433583296,9,9,302.1133521
8,1.317354306,2,0.532069855,0.266798617,4.39164771,1.26872246,0.502975586,0.494396625,0.430015197,10,5,303.1204676
6,3.612524133,3,0.249944201,0.899616915,4.12958671,0.696494979,0.471395918,0.6905029,0.763242458,9,7,315.4163526
